------------------------------------------------------------------- 
Nombre: menique 
Fecha: 2013-08-28 
Numero de terminaciones: 50 
Numero de bifurcaciones: 111 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminaciones: 
------------------------------------------------------------------- 
X          Y     Angulo 
128 	 348 	 -1.57 
138 	 320 	 2.09 
141 	 371 	 1.57 
151 	 218 	 1.57 
159 	 294 	 -2.62 
166 	 385 	 1.05 
170 	 183 	 -1.05 
174 	 278 	 -2.62 
179 	 124 	 -1.57 
182 	 207 	 0.79 
183 	 393 	 -2.09 
189 	 411 	 -1.57 
192 	 135 	 0.52 
201 	 257 	 2.09 
205 	 131 	 -2.09 
211 	 135 	 0.00 
211 	 240 	 1.57 
220 	 284 	 -1.57 
233 	 216 	 -1.57 
239 	 139 	 1.05 
241 	 319 	 -1.57 
245 	 284 	 -0.52 
247 	 344 	 -2.09 
261 	 257 	 2.09 
263 	 279 	 -2.09 
263 	 318 	 1.57 
264 	 148 	 -1.57 
267 	 329 	 1.57 
272 	 284 	 -1.57 
277 	 200 	 -2.09 
280 	 289 	 -1.57 
282 	 247 	 -0.52 
297 	 163 	 -1.57 
300 	 357 	 -1.05 
312 	 244 	 1.57 
330 	 265 	 -1.57 
336 	 182 	 1.57 
336 	 376 	 -2.09 
343 	 159 	 0.52 
346 	 256 	 -0.79 
347 	 247 	 -0.52 
362 	 151 	 2.36 
363 	 420 	 2.09 
370 	 408 	 0.79 
372 	 380 	 2.09 
383 	 218 	 1.05 
392 	 366 	 -1.05 
397 	 308 	 -0.52 
406 	 291 	 0.00 
408 	 390 	 2.09 
------------------------------------------------------------------- 
Bifurcaciones: 
------------------------------------------------------------------- 
X          Y     Angulo 1     Angulo 2    Angulo 3 
144 	 322 	 -2.36 	 	 1.57 	 	 -0.79 
145 	 221 	 -2.62 	 	 1.05 	 	 -0.52 
149 	 294 	 -2.62 	 	 1.05 	 	 -0.79 
151 	 288 	 2.36 	 	 -1.57 	 	 0.00 
151 	 359 	 -2.36 	 	 1.57 	 	 0.00 
152 	 301 	 2.09 	 	 -2.09 	 	 0.52 
154 	 340 	 2.62 	 	 -2.09 	 	 1.05 
154 	 350 	 -2.62 	 	 1.57 	 	 0.00 
156 	 234 	 -2.36 	 	 2.09 	 	 0.79 
159 	 313 	 -2.36 	 	 1.57 	 	 -0.52 
164 	 305 	 3.14 	 	 1.57 	 	 0.00 
166 	 334 	 2.62 	 	 -1.57 	 	 0.79 
168 	 241 	 -2.62 	 	 1.57 	 	 0.00 
168 	 357 	 3.14 	 	 -1.05 	 	 0.79 
171 	 302 	 2.36 	 	 -1.57 	 	 0.52 
178 	 219 	 -2.62 	 	 0.79 	 	 -0.79 
180 	 172 	 3.14 	 	 -1.05 	 	 0.79 
180 	 362 	 2.09 	 	 -2.09 	 	 0.00 
181 	 252 	 -2.62 	 	 0.79 	 	 -0.79 
181 	 341 	 3.14 	 	 -1.57 	 	 1.05 
189 	 263 	 -2.62 	 	 1.05 	 	 -0.79 
189 	 417 	 -2.36 	 	 1.57 	 	 -1.05 
190 	 364 	 2.36 	 	 -2.09 	 	 0.00 
193 	 305 	 -2.36 	 	 1.57 	 	 -0.52 
199 	 281 	 -2.36 	 	 1.05 	 	 -0.79 
200 	 298 	 3.14 	 	 1.57 	 	 -0.79 
204 	 323 	 2.36 	 	 -1.57 	 	 0.79 
205 	 207 	 -2.62 	 	 1.05 	 	 -0.52 
